age;job;marital;education;default;housing;loan;poutcome
42;management;single;secondary;no;no;no;unknown
37;self-employed;single;tertiary;no;no;no;unknown
40;technician;divorced;secondary;no;yes;no;unknown
60;management;divorced;secondary;no;no;no;unknown
46;management;married;tertiary;no;no;no;unknown
59;admin.;married;secondary;no;no;yes;unknown
49;technician;married;secondary;no;no;no;unknown
32;management;married;tertiary;no;no;no;unknown
57;retired;married;secondary;no;no;no;unknown
54;blue-collar;married;secondary;no;yes;yes;unknown
41;technician;married;tertiary;no;no;no;unknown
30;management;married;tertiary;no;no;no;unknown
48;technician;married;secondary;no;no;no;unknown
42;technician;married;secondary;no;no;no;unknown
50;technician;married;tertiary;no;no;no;unknown
55;management;married;secondary;no;no;no;unknown
60;blue-collar;married;secondary;no;yes;no;unknown
57;management;married;tertiary;no;no;no;unknown
59;retired;married;secondary;no;no;no;unknown
50;management;married;tertiary;no;yes;no;unknown
39;management;married;tertiary;no;no;no;unknown
41;management;married;tertiary;no;no;no;unknown
53;blue-collar;married;secondary;no;no;no;unknown
53;blue-collar;married;primary;no;no;no;unknown
58;retired;married;secondary;no;no;no;unknown
58;retired;married;secondary;no;no;no;unknown
59;retired;married;primary;no;yes;yes;unknown
56;blue-collar;married;secondary;no;no;no;unknown
45;management;single;tertiary;no;no;no;unknown
50;technician;married;secondary;no;no;no;unknown
43;housemaid;married;primary;no;no;no;unknown
48;services;married;secondary;no;yes;no;unknown
56;technician;married;secondary;no;yes;no;unknown
37;technician;single;secondary;no;no;no;unknown
42;technician;divorced;secondary;no;no;yes;unknown
59;blue-collar;married;primary;no;no;no;unknown
49;technician;married;secondary;no;yes;no;unknown
48;blue-collar;married;primary;no;no;yes;unknown
55;services;married;secondary;no;no;no;unknown
40;technician;single;tertiary;no;no;no;unknown
51;technician;married;secondary;no;yes;no;unknown
59;housemaid;married;primary;no;no;no;unknown
58;retired;married;unknown;no;no;no;unknown
46;technician;divorced;secondary;no;no;no;unknown
52;admin.;married;primary;no;no;yes;unknown
45;technician;divorced;secondary;no;no;no;unknown
42;management;married;tertiary;no;no;yes;unknown
52;technician;married;tertiary;no;no;yes;unknown
33;management;married;tertiary;no;no;no;unknown
52;unknown;married;unknown;no;no;no;unknown
46;management;divorced;tertiary;no;yes;yes;unknown
52;technician;married;unknown;no;no;no;unknown
43;management;divorced;tertiary;no;no;no;unknown
59;management;single;tertiary;no;no;no;unknown
57;retired;divorced;tertiary;no;no;yes;unknown
42;technician;married;secondary;no;yes;yes;unknown
57;retired;married;secondary;no;no;no;unknown
59;technician;divorced;secondary;no;no;no;unknown
46;admin.;married;secondary;no;no;no;unknown
53;admin.;married;tertiary;no;no;no;unknown
59;blue-collar;divorced;primary;no;no;no;unknown
51;management;married;tertiary;no;yes;no;unknown
48;blue-collar;married;primary;no;no;no;unknown
43;management;single;tertiary;no;yes;no;unknown
58;management;divorced;tertiary;no;no;no;unknown
34;management;married;tertiary;no;no;no;unknown
58;unknown;married;unknown;no;no;no;unknown
55;technician;married;secondary;no;no;no;unknown
30;management;single;tertiary;no;yes;no;unknown
47;unknown;married;unknown;no;no;no;unknown
59;retired;married;primary;no;yes;no;unknown
31;technician;single;secondary;no;no;no;unknown
53;admin.;married;secondary;no;no;no;unknown
59;unknown;married;unknown;no;no;no;unknown
32;management;married;tertiary;no;no;yes;unknown
33;technician;single;tertiary;no;no;no;unknown
44;technician;married;secondary;no;yes;no;unknown
32;management;married;tertiary;no;no;no;unknown
47;management;married;tertiary;no;yes;no;unknown
40;management;married;secondary;no;yes;no;unknown
43;technician;married;secondary;no;no;no;unknown
32;technician;single;secondary;no;no;no;unknown
34;blue-collar;single;tertiary;no;no;no;unknown
59;retired;married;primary;yes;no;no;unknown
41;management;married;tertiary;no;no;no;unknown
38;management;single;tertiary;no;no;yes;unknown
56;retired;married;secondary;no;no;no;unknown
57;housemaid;married;primary;no;no;no;unknown
49;management;married;tertiary;no;no;no;unknown
55;blue-collar;married;secondary;no;no;yes;unknown
36;management;married;tertiary;no;no;yes;unknown
30;management;single;tertiary;no;no;no;unknown
54;management;married;tertiary;no;no;no;unknown
50;management;single;tertiary;no;yes;yes;unknown
55;blue-collar;married;primary;no;no;no;unknown
34;technician;married;secondary;no;no;no;unknown
35;management;married;tertiary;no;yes;no;unknown
45;management;married;tertiary;no;no;no;unknown
51;admin.;married;secondary;no;no;no;unknown
45;blue-collar;married;primary;no;no;no;unknown
47;admin.;married;secondary;no;yes;yes;unknown
60;management;married;tertiary;no;no;no;unknown
45;management;divorced;tertiary;no;no;no;unknown
50;admin.;married;secondary;no;no;no;unknown
51;admin.;married;secondary;no;no;no;unknown
53;management;divorced;secondary;no;yes;no;unknown
55;retired;married;primary;no;no;no;unknown
58;retired;married;secondary;no;no;no;unknown
60;admin.;married;secondary;no;no;no;unknown
41;technician;single;secondary;no;no;no;unknown
32;management;single;tertiary;no;no;no;unknown
32;technician;single;tertiary;no;no;no;unknown
43;technician;married;tertiary;no;no;no;unknown
43;services;married;secondary;no;no;no;unknown
53;technician;married;secondary;no;no;no;unknown
50;admin.;married;secondary;no;no;no;unknown
49;technician;single;secondary;no;no;no;unknown
48;services;married;secondary;no;no;no;unknown
33;management;divorced;tertiary;no;no;no;unknown
32;technician;married;secondary;no;no;no;unknown
48;management;married;tertiary;yes;no;no;unknown
55;blue-collar;married;primary;no;no;no;unknown
38;admin.;married;tertiary;no;no;no;unknown
42;technician;married;tertiary;no;no;no;unknown
47;housemaid;married;primary;no;no;no;unknown
44;management;married;tertiary;no;no;no;unknown
51;blue-collar;married;secondary;no;no;no;unknown
46;services;married;primary;no;no;no;unknown
60;retired;married;secondary;no;no;no;unknown
46;admin.;married;secondary;no;no;no;unknown
58;management;married;tertiary;no;no;no;unknown
59;housemaid;married;secondary;no;no;no;unknown
52;services;married;secondary;no;no;no;unknown
52;management;divorced;tertiary;no;no;no;unknown
43;self-employed;single;tertiary;no;no;no;unknown
52;management;married;tertiary;no;no;no;unknown
50;blue-collar;married;primary;no;no;no;unknown
37;technician;married;secondary;no;no;no;unknown
38;technician;married;tertiary;no;no;no;unknown
59;retired;married;secondary;no;yes;yes;unknown
43;technician;divorced;secondary;no;yes;no;unknown
44;management;married;tertiary;no;no;no;unknown
49;admin.;married;secondary;no;no;no;unknown
32;entrepreneur;married;tertiary;no;no;no;unknown
57;admin.;married;primary;no;no;no;unknown
47;admin.;married;secondary;no;no;no;unknown
31;management;single;tertiary;no;yes;no;unknown
44;management;single;secondary;no;no;yes;unknown
42;technician;married;tertiary;no;no;no;unknown
30;technician;married;secondary;no;no;yes;unknown
44;technician;married;secondary;no;no;no;unknown
56;retired;married;secondary;no;yes;no;unknown
51;blue-collar;married;secondary;no;no;no;unknown
32;self-employed;married;secondary;no;no;no;unknown
37;technician;married;secondary;no;no;no;unknown
47;blue-collar;married;primary;no;no;no;unknown
60;retired;married;tertiary;no;no;no;unknown
45;services;married;primary;no;no;no;unknown
53;blue-collar;married;unknown;no;no;no;unknown
55;technician;married;tertiary;no;no;yes;unknown
45;services;married;secondary;no;no;no;unknown
49;technician;married;tertiary;no;no;no;unknown
60;management;married;tertiary;no;no;yes;unknown
49;admin.;married;secondary;no;no;no;unknown
39;management;married;tertiary;no;no;no;unknown
54;technician;single;secondary;no;no;no;unknown
34;technician;married;tertiary;no;no;no;unknown
39;management;married;tertiary;no;no;no;unknown
54;management;married;tertiary;no;no;no;unknown
53;management;married;tertiary;no;no;no;unknown
49;technician;married;secondary;no;no;no;unknown
51;services;married;secondary;no;no;no;unknown
58;technician;married;tertiary;no;no;no;unknown
56;technician;divorced;secondary;no;yes;no;unknown
38;management;married;tertiary;no;no;no;unknown
48;technician;married;secondary;no;no;no;unknown
30;management;single;tertiary;no;yes;no;unknown
35;technician;married;tertiary;no;no;no;unknown
48;management;married;tertiary;no;no;yes;unknown
35;management;divorced;tertiary;no;no;yes;unknown
33;technician;divorced;secondary;no;no;no;unknown
58;technician;divorced;secondary;no;no;no;unknown
46;technician;married;secondary;no;no;no;unknown
49;services;married;primary;no;no;no;unknown
50;services;married;secondary;no;yes;no;unknown
33;technician;married;tertiary;no;no;no;unknown
51;management;divorced;tertiary;no;no;no;unknown
31;management;single;tertiary;no;no;no;unknown
57;retired;married;primary;no;no;no;unknown
50;services;married;unknown;no;no;no;unknown
34;technician;married;tertiary;no;no;no;unknown
53;admin.;married;secondary;no;no;no;unknown
30;management;single;tertiary;no;no;no;unknown
31;self-employed;single;tertiary;no;no;no;unknown
42;management;married;tertiary;no;no;no;unknown
52;management;married;tertiary;no;no;no;unknown
57;retired;married;secondary;no;no;no;unknown
31;technician;married;secondary;no;no;no;unknown
56;retired;married;secondary;no;no;yes;unknown
51;admin.;married;secondary;no;no;yes;unknown
36;management;single;tertiary;no;yes;no;unknown
44;management;married;tertiary;no;yes;no;unknown
56;management;married;tertiary;no;no;no;unknown
44;technician;married;secondary;no;no;no;unknown
33;self-employed;married;primary;no;no;no;unknown
57;retired;divorced;tertiary;no;no;no;unknown
42;technician;married;secondary;yes;yes;no;unknown
55;services;married;secondary;no;yes;yes;unknown
50;technician;single;secondary;no;no;no;unknown
61;retired;married;secondary;no;no;no;unknown
50;management;divorced;tertiary;no;yes;no;unknown
42;management;married;tertiary;no;no;no;unknown
33;unknown;married;secondary;no;no;no;unknown
45;blue-collar;married;unknown;no;no;no;unknown
58;services;married;secondary;no;no;no;unknown
38;technician;single;tertiary;no;no;no;unknown
45;admin.;married;secondary;no;no;no;unknown
32;technician;single;tertiary;no;no;yes;unknown
39;technician;married;secondary;no;no;no;unknown
46;admin.;married;secondary;no;no;no;unknown
56;retired;married;secondary;no;no;no;unknown
51;self-employed;married;secondary;no;no;no;unknown
48;technician;married;secondary;no;no;no;unknown
39;management;married;tertiary;no;no;no;unknown
50;management;married;tertiary;no;no;no;unknown
46;admin.;married;secondary;no;no;no;unknown
57;services;married;primary;no;no;no;unknown
43;self-employed;married;secondary;no;yes;no;unknown
53;management;divorced;tertiary;no;no;no;unknown
43;management;married;tertiary;no;no;no;unknown
48;technician;married;secondary;no;no;no;unknown
49;management;divorced;tertiary;no;no;no;unknown
41;technician;married;secondary;no;no;no;unknown
51;blue-collar;married;secondary;no;yes;no;unknown
30;self-employed;single;tertiary;no;no;no;unknown
34;management;single;tertiary;no;no;no;unknown
59;retired;married;secondary;no;no;no;unknown
38;management;married;tertiary;no;no;no;unknown
32;technician;married;secondary;no;no;no;unknown
46;blue-collar;married;secondary;no;yes;yes;unknown
54;housemaid;married;unknown;no;no;no;unknown
48;management;married;tertiary;no;no;no;unknown
54;management;divorced;tertiary;no;no;no;unknown
30;blue-collar;single;secondary;no;no;no;unknown
36;management;married;tertiary;no;no;no;unknown
43;management;single;tertiary;no;no;no;unknown
33;housemaid;married;primary;no;no;no;unknown
34;services;married;secondary;no;no;no;unknown
42;management;married;tertiary;no;yes;no;unknown
33;management;single;secondary;no;no;no;unknown
40;management;married;tertiary;no;no;no;unknown
49;blue-collar;married;secondary;no;yes;no;unknown
51;services;married;secondary;no;no;yes;unknown
35;management;divorced;tertiary;no;no;no;unknown
44;management;married;tertiary;no;no;no;unknown
36;management;divorced;tertiary;yes;no;no;unknown
50;blue-collar;married;secondary;no;yes;no;unknown
60;retired;married;secondary;no;no;no;unknown
50;management;divorced;secondary;no;no;no;unknown
31;technician;married;tertiary;no;no;no;unknown
56;services;married;secondary;yes;no;no;unknown
41;technician;married;tertiary;no;no;no;unknown
39;housemaid;married;tertiary;no;no;no;unknown
49;blue-collar;married;secondary;no;no;no;unknown
34;management;married;tertiary;no;no;no;unknown
41;management;married;tertiary;no;no;yes;unknown
45;management;divorced;tertiary;no;no;no;unknown
46;management;married;tertiary;no;no;no;unknown
35;technician;married;tertiary;no;no;no;unknown
37;technician;divorced;secondary;no;no;no;unknown
37;housemaid;married;secondary;no;no;no;unknown
37;management;married;tertiary;no;no;no;unknown
45;management;single;secondary;no;no;yes;unknown
43;self-employed;married;primary;yes;no;no;unknown
44;self-employed;married;secondary;no;no;no;unknown
45;blue-collar;married;primary;no;no;no;unknown
50;technician;married;secondary;no;no;no;unknown
59;housemaid;married;primary;no;no;no;unknown
52;blue-collar;married;primary;no;yes;no;unknown
47;unknown;married;unknown;no;no;no;unknown
39;management;divorced;tertiary;no;yes;yes;unknown
47;technician;married;secondary;no;no;no;unknown
42;management;married;tertiary;no;no;no;unknown
57;technician;married;secondary;no;no;no;unknown
55;retired;married;primary;no;no;yes;unknown
30;management;single;tertiary;no;no;no;unknown
42;technician;married;tertiary;no;yes;no;unknown
36;technician;married;secondary;no;no;no;unknown
48;management;divorced;tertiary;no;no;no;unknown
34;blue-collar;married;secondary;no;no;no;unknown
56;housemaid;single;primary;no;no;no;unknown
52;technician;married;secondary;no;no;no;unknown
35;management;married;secondary;no;no;no;unknown
54;blue-collar;married;secondary;no;yes;no;unknown
45;blue-collar;married;secondary;no;no;yes;unknown
40;management;single;tertiary;no;no;no;unknown
44;technician;married;secondary;no;no;no;unknown
52;technician;married;secondary;no;no;no;unknown
55;blue-collar;married;unknown;no;no;no;unknown
58;technician;married;secondary;no;no;no;unknown
47;management;married;secondary;no;no;no;unknown
43;management;married;tertiary;no;no;no;unknown
53;blue-collar;married;primary;no;yes;no;unknown
35;management;married;tertiary;no;no;yes;unknown
40;technician;divorced;secondary;no;no;no;unknown
34;housemaid;married;secondary;no;no;no;unknown
48;services;married;primary;no;no;no;unknown
55;management;married;tertiary;no;no;no;unknown
58;retired;married;secondary;no;no;yes;unknown
35;management;married;tertiary;no;yes;no;unknown
43;management;married;tertiary;no;no;no;unknown
39;management;married;tertiary;no;no;no;unknown
60;retired;married;primary;no;no;no;unknown
59;retired;married;primary;no;no;yes;unknown
55;technician;divorced;secondary;no;yes;no;unknown
55;retired;married;primary;no;yes;no;unknown
48;technician;divorced;tertiary;no;no;no;unknown
48;services;married;secondary;no;no;no;unknown
53;housemaid;married;primary;no;no;no;unknown
30;management;married;tertiary;no;no;no;unknown
41;management;married;secondary;no;no;no;unknown
60;blue-collar;married;primary;no;no;no;unknown
49;services;married;secondary;no;no;no;unknown
41;technician;married;secondary;no;yes;no;unknown
32;management;divorced;secondary;no;no;yes;unknown
60;admin.;married;secondary;no;no;no;unknown
31;self-employed;married;secondary;no;no;no;unknown
33;management;married;tertiary;no;yes;no;unknown
39;unknown;married;primary;no;no;no;unknown
60;management;divorced;secondary;no;no;no;unknown
54;technician;divorced;secondary;no;no;no;unknown
32;technician;married;secondary;no;no;no;unknown
33;technician;single;tertiary;no;no;no;unknown
46;technician;married;secondary;no;no;no;unknown
37;housemaid;married;secondary;no;no;no;unknown
48;management;divorced;tertiary;no;no;no;unknown
48;admin.;married;secondary;no;no;no;unknown
42;technician;single;tertiary;no;no;no;unknown
47;technician;married;secondary;no;no;no;unknown
37;technician;divorced;secondary;no;yes;no;unknown
33;technician;single;secondary;no;no;yes;unknown
57;management;married;tertiary;no;no;no;unknown
30;management;married;tertiary;no;no;no;unknown
59;retired;married;secondary;no;no;no;unknown
30;management;single;tertiary;no;no;no;unknown
31;technician;single;secondary;no;no;no;unknown
56;services;married;secondary;no;no;no;unknown
49;management;married;tertiary;no;no;no;unknown
35;technician;single;tertiary;no;yes;no;unknown
42;management;married;tertiary;no;yes;no;unknown
36;technician;married;secondary;no;no;no;unknown
46;technician;single;tertiary;no;no;no;unknown
49;management;married;tertiary;no;no;no;unknown
56;retired;married;primary;no;no;no;unknown
32;technician;single;secondary;no;no;no;unknown
48;blue-collar;married;primary;no;no;yes;unknown
50;unemployed;single;tertiary;no;yes;no;unknown
31;management;married;tertiary;no;no;no;unknown
44;management;married;tertiary;no;yes;no;unknown
48;services;married;secondary;no;no;yes;unknown
36;technician;married;secondary;no;yes;no;unknown
59;blue-collar;married;primary;no;no;no;unknown
41;management;divorced;secondary;no;no;no;unknown
58;blue-collar;married;primary;no;no;no;unknown
59;retired;married;secondary;no;no;no;unknown
57;retired;married;primary;no;yes;no;unknown
46;management;married;tertiary;no;no;no;unknown
48;technician;married;secondary;no;yes;yes;unknown
36;management;married;tertiary;no;no;no;unknown
40;technician;single;secondary;no;no;yes;unknown
46;self-employed;married;secondary;no;no;no;unknown
48;blue-collar;married;secondary;no;yes;no;unknown
50;self-employed;married;secondary;no;no;yes;unknown
32;self-employed;married;tertiary;no;no;no;unknown
33;management;single;tertiary;no;no;yes;unknown
46;blue-collar;married;primary;no;no;yes;unknown
60;retired;married;primary;no;no;no;unknown
32;management;married;tertiary;no;no;no;unknown
37;technician;single;secondary;yes;yes;no;unknown
43;entrepreneur;married;secondary;no;yes;no;unknown
57;technician;married;tertiary;no;no;no;unknown
46;blue-collar;married;primary;no;no;no;unknown
57;management;married;tertiary;no;no;no;unknown
36;management;single;tertiary;no;no;no;unknown
32;technician;single;tertiary;no;no;no;unknown
48;admin.;married;primary;no;yes;no;unknown
43;management;married;tertiary;no;yes;no;unknown
37;management;married;tertiary;no;no;no;unknown
51;technician;married;secondary;no;no;no;unknown
52;blue-collar;married;primary;no;no;no;unknown
48;blue-collar;married;secondary;no;no;no;unknown
32;self-employed;married;primary;no;yes;no;unknown
47;management;single;tertiary;no;no;yes;unknown
50;technician;divorced;secondary;no;yes;no;unknown
32;management;single;tertiary;no;no;no;unknown
58;retired;married;secondary;no;no;yes;unknown
45;self-employed;married;secondary;no;yes;no;unknown
49;blue-collar;married;secondary;no;no;no;unknown
50;admin.;married;secondary;no;no;yes;unknown
32;technician;married;secondary;no;no;no;unknown
38;management;married;tertiary;no;no;no;unknown
30;technician;single;tertiary;no;no;no;unknown
46;technician;married;secondary;no;yes;no;unknown
50;technician;married;secondary;no;yes;no;unknown
31;management;single;tertiary;no;no;no;unknown
36;technician;single;tertiary;no;yes;no;unknown
35;technician;married;secondary;no;no;yes;unknown
53;technician;married;secondary;no;no;no;unknown
46;housemaid;married;primary;no;no;no;unknown
34;unknown;married;unknown;no;no;no;unknown
33;student;divorced;secondary;no;no;no;unknown
50;technician;married;secondary;no;no;no;unknown
46;blue-collar;married;primary;yes;no;no;unknown
45;retired;married;secondary;no;no;yes;unknown
55;entrepreneur;married;tertiary;no;no;no;unknown
42;technician;married;tertiary;no;no;no;unknown
40;management;married;tertiary;no;no;no;unknown
41;management;single;secondary;no;no;no;unknown
39;technician;married;secondary;no;yes;no;unknown
35;management;married;tertiary;no;no;no;unknown
46;technician;divorced;secondary;no;no;no;unknown
43;management;married;tertiary;no;no;no;unknown
49;admin.;married;secondary;no;yes;no;unknown
38;technician;married;tertiary;no;no;no;unknown
59;admin.;married;unknown;no;no;no;unknown
42;housemaid;married;primary;no;no;no;unknown
48;blue-collar;married;primary;no;no;no;unknown
48;technician;married;secondary;no;no;yes;unknown
46;housemaid;married;primary;no;no;no;unknown
49;management;divorced;tertiary;no;no;yes;unknown
32;technician;married;secondary;no;no;no;unknown
42;management;married;tertiary;no;no;no;unknown
32;management;married;tertiary;no;no;no;unknown
45;services;married;secondary;no;yes;no;unknown
34;management;single;tertiary;no;yes;yes;unknown
32;technician;married;tertiary;no;no;no;unknown
44;management;married;tertiary;no;no;no;unknown
38;services;married;secondary;no;no;no;unknown
46;blue-collar;married;primary;no;no;no;unknown
41;technician;married;secondary;no;no;no;unknown
52;blue-collar;married;primary;no;no;no;unknown
44;technician;married;secondary;no;yes;yes;unknown
52;technician;married;secondary;no;no;no;unknown
46;technician;married;secondary;no;no;no;unknown
30;management;single;tertiary;no;no;no;unknown
39;management;single;tertiary;no;no;no;unknown
48;services;married;secondary;no;yes;no;unknown
50;admin.;married;secondary;no;yes;no;unknown
51;blue-collar;married;primary;no;no;no;unknown
30;management;single;tertiary;no;no;no;unknown
57;technician;married;tertiary;no;yes;no;unknown
54;blue-collar;married;primary;no;yes;no;unknown
56;retired;married;secondary;no;no;yes;unknown
38;technician;married;secondary;no;no;yes;unknown
31;technician;single;tertiary;no;no;no;unknown
51;services;married;tertiary;no;no;no;unknown
39;technician;married;tertiary;no;no;no;unknown
51;management;married;tertiary;no;no;no;unknown
34;management;divorced;secondary;no;no;no;unknown
49;admin.;married;secondary;no;no;no;unknown
49;blue-collar;married;unknown;no;no;no;unknown
35;technician;married;secondary;no;yes;no;unknown
47;blue-collar;married;unknown;no;no;no;unknown
52;housemaid;married;primary;no;no;no;unknown
50;admin.;married;secondary;no;no;yes;unknown
37;admin.;single;tertiary;no;no;no;unknown
43;management;married;tertiary;no;no;no;unknown
42;management;married;tertiary;no;yes;no;unknown
48;technician;divorced;secondary;no;no;no;unknown
38;management;single;tertiary;no;no;no;unknown
52;entrepreneur;married;secondary;no;no;no;unknown
41;technician;married;secondary;no;no;no;unknown
41;management;single;tertiary;no;no;no;unknown
37;management;married;tertiary;no;no;no;unknown
45;blue-collar;married;secondary;no;yes;yes;unknown
36;entrepreneur;single;secondary;no;no;no;unknown
34;student;single;tertiary;no;yes;no;unknown
30;technician;married;tertiary;no;no;no;unknown
38;management;married;tertiary;no;yes;no;unknown
55;technician;divorced;secondary;yes;yes;no;unknown
33;management;married;tertiary;no;no;no;unknown
31;technician;single;secondary;no;no;no;unknown
32;housemaid;married;primary;no;yes;no;unknown
34;technician;divorced;tertiary;no;yes;no;unknown
48;technician;married;secondary;no;no;no;unknown
43;technician;married;tertiary;no;no;no;unknown
35;technician;divorced;tertiary;no;yes;yes;unknown
45;technician;married;secondary;no;no;no;unknown
56;management;married;tertiary;no;yes;no;unknown
40;technician;married;secondary;no;no;no;unknown
51;self-employed;married;primary;no;no;yes;unknown
39;technician;single;secondary;no;no;no;unknown
31;technician;married;secondary;no;no;no;unknown
47;admin.;married;secondary;no;no;no;unknown
30;housemaid;single;tertiary;no;no;no;unknown
39;technician;married;tertiary;no;yes;no;unknown
58;unemployed;married;secondary;no;no;no;unknown
38;admin.;married;secondary;no;no;no;unknown
49;blue-collar;married;secondary;no;yes;yes;unknown
47;technician;married;tertiary;no;no;no;unknown
30;technician;married;secondary;no;no;no;unknown
35;management;married;tertiary;no;no;no;unknown
52;technician;divorced;secondary;no;no;no;unknown
48;blue-collar;married;secondary;no;no;no;unknown
36;management;single;tertiary;no;yes;no;unknown
48;technician;single;secondary;no;no;yes;unknown
31;management;single;tertiary;no;no;yes;unknown
34;technician;single;secondary;no;no;no;unknown
33;entrepreneur;married;tertiary;no;no;no;unknown
35;technician;married;secondary;no;yes;no;unknown
33;technician;single;secondary;no;yes;no;unknown
45;self-employed;married;secondary;no;yes;no;unknown
52;management;single;tertiary;no;no;no;unknown
39;management;married;tertiary;no;no;no;unknown
42;technician;single;secondary;no;no;yes;unknown
53;technician;married;secondary;no;no;no;unknown
31;technician;married;secondary;no;no;no;unknown
46;admin.;married;secondary;no;no;no;unknown
52;admin.;married;unknown;no;no;no;unknown
57;retired;married;secondary;no;no;no;unknown
60;technician;married;tertiary;no;no;no;unknown
54;management;married;tertiary;no;no;no;unknown
49;technician;married;secondary;no;yes;yes;unknown
31;management;married;tertiary;no;no;no;unknown
50;technician;married;secondary;no;yes;no;unknown
58;retired;divorced;secondary;no;no;no;unknown
46;technician;married;secondary;no;yes;no;unknown
55;blue-collar;married;primary;no;yes;no;unknown
40;technician;divorced;secondary;no;no;no;unknown
52;management;married;tertiary;no;no;no;unknown
55;housemaid;married;primary;no;no;no;unknown
45;technician;divorced;secondary;no;no;no;unknown
50;blue-collar;married;secondary;no;yes;no;unknown
34;technician;married;tertiary;no;no;no;unknown
53;services;married;secondary;no;yes;no;unknown
47;blue-collar;married;primary;no;no;no;unknown
43;management;married;secondary;no;no;no;unknown
36;management;married;tertiary;no;no;no;unknown
59;admin.;married;secondary;no;no;yes;unknown
32;technician;single;secondary;no;no;no;unknown
50;blue-collar;married;primary;no;yes;no;unknown
60;management;married;tertiary;no;no;no;unknown
45;blue-collar;married;primary;no;yes;no;unknown
32;technician;single;tertiary;no;no;no;unknown
36;admin.;married;secondary;no;no;yes;unknown
36;management;single;tertiary;no;no;no;unknown
59;admin.;married;secondary;yes;no;no;unknown
32;management;married;tertiary;no;no;no;unknown
32;management;single;tertiary;no;no;no;unknown
58;retired;married;secondary;no;no;no;unknown
30;technician;single;secondary;no;no;yes;unknown
33;technician;married;secondary;no;no;no;unknown
44;management;married;secondary;no;yes;no;unknown
47;admin.;married;secondary;no;no;no;unknown
33;technician;married;secondary;no;no;no;unknown
34;management;married;tertiary;no;no;no;unknown
35;management;married;secondary;no;no;yes;unknown
40;technician;single;secondary;no;no;no;unknown
35;management;married;tertiary;no;yes;no;unknown
36;management;married;tertiary;no;yes;no;unknown
59;retired;married;secondary;no;no;no;unknown
38;management;single;tertiary;no;no;no;unknown
36;management;married;tertiary;no;no;no;unknown
57;self-employed;married;secondary;no;no;no;unknown
30;technician;single;secondary;no;no;no;unknown
56;management;married;tertiary;no;no;no;unknown
35;technician;married;tertiary;no;no;no;unknown
33;technician;married;secondary;no;no;yes;unknown
42;management;single;tertiary;no;no;no;unknown
47;management;married;tertiary;no;no;no;unknown
42;management;married;tertiary;no;no;no;unknown
30;self-employed;married;tertiary;no;no;no;unknown
32;housemaid;married;secondary;no;no;no;unknown
55;management;married;tertiary;no;no;no;unknown
46;retired;married;secondary;no;yes;yes;unknown
54;unknown;married;tertiary;no;no;no;unknown
38;technician;single;tertiary;no;no;no;unknown
58;technician;single;secondary;no;no;no;unknown
50;services;married;secondary;no;no;no;unknown
35;technician;single;secondary;no;no;yes;unknown
46;management;married;tertiary;no;no;no;unknown
47;management;married;tertiary;no;yes;no;unknown
51;blue-collar;married;primary;no;no;no;unknown
32;management;married;tertiary;no;yes;no;unknown
60;housemaid;married;primary;no;no;no;unknown
30;technician;married;tertiary;no;no;no;unknown
50;technician;married;secondary;no;no;no;unknown
42;self-employed;married;tertiary;no;yes;yes;unknown
31;technician;married;secondary;no;yes;no;unknown
45;technician;married;secondary;no;yes;no;unknown
55;housemaid;married;tertiary;no;no;no;unknown
46;housemaid;married;primary;no;no;no;unknown
35;technician;single;secondary;no;no;no;unknown
53;blue-collar;married;primary;no;yes;yes;unknown
32;technician;married;secondary;no;no;yes;unknown
33;technician;married;tertiary;no;no;no;unknown
45;self-employed;married;primary;no;no;no;unknown
56;blue-collar;married;secondary;no;no;no;unknown
45;technician;married;tertiary;no;no;no;unknown
32;technician;single;secondary;no;no;yes;unknown
34;housemaid;married;secondary;no;no;no;unknown
37;management;single;tertiary;no;no;no;unknown
40;technician;married;secondary;no;no;no;unknown
56;technician;married;secondary;no;no;no;unknown
51;management;married;tertiary;no;no;no;unknown
45;blue-collar;married;secondary;no;yes;no;unknown
35;entrepreneur;married;tertiary;no;no;no;unknown
38;management;divorced;tertiary;no;yes;no;unknown
36;management;married;tertiary;no;no;no;unknown
50;housemaid;married;primary;no;no;no;unknown
52;blue-collar;married;primary;no;no;no;unknown
45;blue-collar;married;secondary;no;no;no;unknown
30;management;married;tertiary;no;no;no;unknown
51;blue-collar;married;primary;no;no;no;unknown
48;admin.;married;secondary;no;no;no;unknown
39;management;married;tertiary;no;no;no;unknown
45;entrepreneur;married;tertiary;no;no;no;unknown
32;management;single;tertiary;no;no;no;unknown
57;technician;married;tertiary;no;no;no;unknown
50;blue-collar;married;secondary;no;no;no;unknown
30;technician;single;secondary;yes;no;no;unknown
36;technician;married;secondary;no;no;no;unknown
49;blue-collar;married;primary;no;yes;no;unknown
50;blue-collar;married;unknown;no;yes;no;unknown
56;self-employed;married;secondary;no;no;no;unknown
55;retired;married;primary;no;no;no;unknown
37;management;married;tertiary;no;yes;no;unknown
32;management;single;tertiary;no;no;no;unknown
60;blue-collar;married;primary;no;no;no;unknown
32;management;married;tertiary;no;no;no;unknown
48;technician;single;secondary;no;no;no;unknown
48;blue-collar;married;secondary;no;no;no;unknown
53;self-employed;married;tertiary;no;yes;no;unknown
